"seqnames","start","end","width","strand","specimen","refgenome","patient","celltype","timepoint","count","posid","estAbund","relAbund","relRank","in_gene","in_geneOrt","nearest_geneDist","nearest_gene","nearest_geneOrt","gene_id_wo_annot","gene_id"
"chrX",16716095,16716095,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",31,"chrX-16716095",1,0.00098135426889107,585,"FALSE",NA,-3116,"CTPS2","-","CTPS2","CTPS2"
"chrX",16893765,16893765,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chrX+16893765",1,0.00098135426889107,585,"FALSE",NA,-23354,"RBBP7","-","RBBP7","RBBP7~"
"chrX",21991381,21991381,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",6,"chrX-21991381",1,0.00098135426889107,585,"SMS","+",-3456,"SMS","+","SMS","SMS*"
"chrX",23975120,23975120,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chrX-23975120",1,0.00098135426889107,585,"FALSE",NA,8595,"KLHL15","-","KLHL15","KLHL15"
"chrX",32447786,32447786,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",46,"chrX-32447786",1,0.00098135426889107,585,"DMD","-",680641,"DMD","-","DMD","DMD*"
"chrX",47662895,47662895,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",41409,"chrX+47662895",43,0.042198233562316,2,"FALSE",NA,2784,"UXT-AS1","+","UXT-AS1","UXT-AS1"
"chrX",53207840,53207840,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1243,"chrX-53207840",1,0.00098135426889107,585,"KDM5C","-",-16520,"KDM5C","-","KDM5C","KDM5C*~"
"chrX",96986199,96986199,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",2,"chrX+96986199",1,0.00098135426889107,585,"DIAPH2","+",301537,"DIAPH2","+","DIAPH2","DIAPH2*"
"chrX",97069507,97069507,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",410,"chrX+97069507",1,0.00098135426889107,585,"DIAPH2","+",384845,"DIAPH2","+","DIAPH2","DIAPH2*"
"chrX",101425625,101425625,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",6,"chrX-101425625",1,0.00098135426889107,585,"ARMCX4","+",7363,"ARMCX4","+","ARMCX4","ARMCX4*"
"chrX",115711618,115711618,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",8,"chrX+115711618",1,0.00098135426889107,585,"FALSE",NA,60759,"PLS3","+","PLS3","PLS3"
"chrX",119081138,119081138,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",43,"chrX-119081138",1,0.00098135426889107,585,"KIAA1210","-",-2504,"KIAA1210","-","KIAA1210","KIAA1210*"
"chrX",144176159,144176159,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",13,"chrX-144176159",1,0.00098135426889107,585,"FALSE",NA,290909,"UBE2NL","+","UBE2NL","UBE2NL"
"chrX",154067009,154067009,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",5083,"chrX+154067009",3,0.00294406280667321,55,"MECP2","-",30722,"MECP2","-","MECP2","MECP2*"
"chrX",154681329,154681329,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",3427,"chrX+154681329",1,0.00098135426889107,585,"GAB3","-",-6080,"GAB3","-","GAB3","GAB3*"
"chr5",6617791,6617791,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",17,"chr5-6617791",1,0.00098135426889107,585,"NSUN2","-",15569,"NSUN2","-","NSUN2","NSUN2*"
"chr5",55468840,55468840,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",66,"chr5-55468840",2,0.00196270853778214,106,"PLPP1","-",-43999,"PLPP1","-","PLPP1","PLPP1*"
"chr5",56853259,56853259,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",7,"chr5+56853259",1,0.00098135426889107,585,"MAP3K1","+",38187,"MAP3K1","+","MAP3K1","MAP3K1*~"
"chr5",74726389,74726389,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",3691,"chr5-74726389",2,0.00196270853778214,106,"GFM2","-",-5186,"GFM2","-","GFM2","GFM2*"
"chr5",80107749,80107749,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",6,"chr5-80107749",1,0.00098135426889107,585,"FALSE",NA,3477,"SERINC5","-","SERINC5","SERINC5"
"chr5",91376802,91376802,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",472,"chr5-91376802",1,0.00098135426889107,585,"ARRDC3","-",3495,"ARRDC3","-","ARRDC3","ARRDC3*"
"chr5",91376917,91376917,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",7,"chr5-91376917",1,0.00098135426889107,585,"ARRDC3","-",3380,"ARRDC3","-","ARRDC3","ARRDC3*"
"chr5",96971035,96971035,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",8,"chr5-96971035",1,0.00098135426889107,585,"LNPEP","+",12584,"LNPEP","+","LNPEP","LNPEP*~"
"chr5",100836407,100836407,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",285,"chr5+100836407",1,0.00098135426889107,585,"ST8SIA4","-",-29473,"ST8SIA4","-","ST8SIA4","ST8SIA4*"
"chr5",102901131,102901131,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",434,"chr5+102901131",1,0.00098135426889107,585,"PAM","+",35309,"PAM","+","PAM","PAM*"
"chr5",102950631,102950631,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",394,"chr5+102950631",1,0.00098135426889107,585,"PAM","+",-80473,"PAM","+","PAM","PAM*"
"chr5",116141543,116141543,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",8,"chr5+116141543",1,0.00098135426889107,585,"COMMD10","+",56082,"COMMD10","+","COMMD10","COMMD10*"
"chr5",131562528,131562528,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",7,"chr5-131562528",1,0.00098135426889107,585,"RAPGEF6","-",72708,"RAPGEF6","-","RAPGEF6","RAPGEF6*"
"chr5",132899931,132899931,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",3,"chr5-132899931",1,0.00098135426889107,585,"AFF4","-",-24553,"AFF4","-","AFF4","AFF4*~"
"chr5",173079197,173079197,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",3531,"chr5+173079197",1,0.00098135426889107,585,"CREBRF","+",-13133,"CREBRF","+","CREBRF","CREBRF*"
"chr5",177154355,177154355,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",3805,"chr5+177154355",3,0.00294406280667321,55,"NSD1","+",20524,"NSD1","+","NSD1","NSD1*~"
"chr5",180017210,180017210,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",56,"chr5-180017210",1,0.00098135426889107,585,"RNF130","-",54908,"RNF130","-","RNF130","RNF130*"
"chr16",222354,222354,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",3036,"chr16-222354",2,0.00196270853778214,106,"LUC7L","-",7128,"LUC7L","-","LUC7L","LUC7L*"
"chr16",431891,431891,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr16+431891",1,0.00098135426889107,585,"RAB11FIP3","+",6224,"RAB11FIP3","+","RAB11FIP3","RAB11FIP3*"
"chr16",1625068,1625068,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",21,"chr16+1625068",1,0.00098135426889107,585,"CRAMP1","+",10429,"CRAMP1","+","CRAMP1","CRAMP1*"
"chr16",1667284,1667284,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",73,"chr16+1667284",1,0.00098135426889107,585,"CRAMP1","+",-10624,"CRAMP1","+","CRAMP1","CRAMP1*"
"chr16",1845253,1845253,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",19,"chr16+1845253",1,0.00098135426889107,585,"MEIOB","-",-11266,"MEIOB","-","MEIOB","MEIOB*"
"chr16",3522994,3522994,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",2172,"chr16+3522994",1,0.00098135426889107,585,"CLUAP1","+",13101,"CLUAP1","+","CLUAP1","CLUAP1*"
"chr16",3523002,3523002,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr16+3523002",1,0.00098135426889107,585,"CLUAP1","+",13109,"CLUAP1","+","CLUAP1","CLUAP1*"
"chr16",3758418,3758418,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",143,"chr16-3758418",1,0.00098135426889107,585,"CREBBP","-",-33364,"CREBBP","-","CREBBP","CREBBP*~"
"chr16",3856106,3856106,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",5,"chr16+3856106",1,0.00098135426889107,585,"CREBBP","-",24014,"CREBBP","-","CREBBP","CREBBP*~"
"chr16",5279704,5279704,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr16-5279704",1,0.00098135426889107,585,"FALSE",NA,-181884,"EEF2KMT","-","EEF2KMT","EEF2KMT"
"chr16",11848784,11848784,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1249,"chr16-11848784",1,0.00098135426889107,585,"RSL1D1","-",2801,"RSL1D1","-","RSL1D1","RSL1D1*"
"chr16",16069364,16069364,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr16-16069364",1,0.00098135426889107,585,"ABCC1","+",-73709,"ABCC1","+","ABCC1","ABCC1*~"
"chr16",18882687,18882687,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",2,"chr16-18882687",1,0.00098135426889107,585,"SMG1","-",43717,"SMG1","-","SMG1","SMG1*"
"chr16",21485009,21485009,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr16-21485009",1,0.00098135426889107,585,"SMG1P3","-",17272,"SMG1P3","-","SMG1P3","SMG1P3*"
"chr16",21809620,21809620,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",60,"chr16+21809620",2,0.00196270853778214,106,"RRN3P1","-",9554,"RRN3P1","-","RRN3P1","RRN3P1*"
"chr16",24548869,24548869,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",2022,"chr16+24548869",1,0.00098135426889107,585,"RBBP6","+",-532,"RBBP6","+","RBBP6","RBBP6*~"
"chr16",26484284,26484284,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr16-26484284",1,0.00098135426889107,585,"FALSE",NA,346596,"HS3ST4","+","HS3ST4","HS3ST4"
"chr16",27200878,27200878,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",9,"chr16-27200878",1,0.00098135426889107,585,"FALSE",NA,-2607,"KDM8","+","KDM8","KDM8~"
"chr16",28581638,28581638,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",3886,"chr16-28581638",5,0.00490677134445535,22,"SGF29","+",-10152,"SGF29","+","SGF29","SGF29*"
"chr16",28911449,28911449,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",2,"chr16+28911449",1,0.00098135426889107,585,"RABEP2","-",-7029,"RABEP2","-","RABEP2","RABEP2*"
"chr16",29087429,29087429,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr16-29087429",1,0.00098135426889107,585,"RRN3P2","+",12588,"RRN3P2","+","RRN3P2","RRN3P2*"
"chr16",29569978,29569978,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",3,"chr16-29569978",1,0.00098135426889107,585,"SMG1P2","-",-24968,"SMG1P2","-","SMG1P2","SMG1P2*"
"chr16",30291721,30291721,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",17,"chr16-30291721",2,0.00196270853778214,106,"SMG1P5","-",-6704,"SMG1P5","-","SMG1P5","SMG1P5*"
"chr16",34272816,34272816,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",21,"chr16-34272816",1,0.00098135426889107,585,"FALSE",NA,-112780,"LINC00273","-","LINC00273","LINC00273"
"chr16",56178353,56178353,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr16+56178353",1,0.00098135426889107,585,"LOC283856","-",12741,"LOC283856","-","LOC283856","LOC283856*"
"chr16",56455273,56455273,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr16-56455273",1,0.00098135426889107,585,"OGFOD1","+",3190,"OGFOD1","+","OGFOD1","OGFOD1*"
"chr16",56455293,56455293,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr16-56455293",1,0.00098135426889107,585,"OGFOD1","+",3210,"OGFOD1","+","OGFOD1","OGFOD1*"
"chr16",56455664,56455664,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1459,"chr16-56455664",1,0.00098135426889107,585,"OGFOD1","+",3581,"OGFOD1","+","OGFOD1","OGFOD1*"
"chr16",57032311,57032311,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",4,"chr16-57032311",2,0.00196270853778214,106,"NLRC5","+",15238,"NLRC5","+","NLRC5","NLRC5*"
"chr16",67037234,67037234,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",170,"chr16+67037234",1,0.00098135426889107,585,"CBFB","+",8088,"CBFB","+","CBFB","CBFB*~"
"chr16",67044176,67044176,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",127,"chr16+67044176",1,0.00098135426889107,585,"CBFB","+",15030,"CBFB","+","CBFB","CBFB*~"
"chr16",67615848,67615848,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",4285,"chr16+67615848",1,0.00098135426889107,585,"CTCF","+",-23337,"CTCF","+","CTCF","CTCF*"
"chr16",67703544,67703544,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",108,"chr16+67703544",1,0.00098135426889107,585,"GFOD2","-",15826,"GFOD2","-","GFOD2","GFOD2*"
"chr16",70246984,70246984,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",2,"chr16-70246984",1,0.00098135426889107,585,"FALSE",NA,3246,"EXOSC6","-","EXOSC6","EXOSC6"
"chr16",70247116,70247116,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",15,"chr16-70247116",1,0.00098135426889107,585,"FALSE",NA,3114,"EXOSC6","-","EXOSC6","EXOSC6"
"chr16",74426724,74426724,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",2,"chr16-74426724",1,0.00098135426889107,585,"FALSE",NA,-5254,"CLEC18B","-","CLEC18B","CLEC18B"
"chr16",85907361,85907361,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",10,"chr16-85907361",1,0.00098135426889107,585,"IRF8","+",8194,"IRF8","+","IRF8","IRF8*"
"chr16",87372368,87372368,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",415,"chr16+87372368",1,0.00098135426889107,585,"FBXO31","-",11425,"FBXO31","-","FBXO31","FBXO31*~"
"chr16",88581128,88581128,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1880,"chr16-88581128",2,0.00196270853778214,106,"ZC3H18","+",10748,"ZC3H18","+","ZC3H18","ZC3H18*"
"chr16",89124471,89124471,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",68,"chr16+89124471",1,0.00098135426889107,585,"ACSF3","+",30663,"ACSF3","+","ACSF3","ACSF3*"
"chr16",89769196,89769196,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",207,"chr16+89769196",4,0.00392541707556428,29,"FANCA","-",-31646,"FANCA","-","FANCA","FANCA*~"
"chr17",1347353,1347353,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",293,"chr17-1347353",1,0.00098135426889107,585,"YWHAE","-",-2814,"YWHAE","-","YWHAE","YWHAE*~"
"chr17",1349734,1349734,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",4,"chr17-1349734",1,0.00098135426889107,585,"YWHAE","-",-5195,"YWHAE","-","YWHAE","YWHAE*~"
"chr17",2438973,2438973,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",7,"chr17-2438973",1,0.00098135426889107,585,"METTL16","-",-22920,"METTL16","-","METTL16","METTL16*"
"chr17",2734700,2734700,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr17-2734700",1,0.00098135426889107,585,"FALSE",NA,13377,"MIR1253","-","MIR1253","MIR1253"
"chr17",4103416,4103416,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",863,"chr17-4103416",1,0.00098135426889107,585,"ZZEF1","-",39543,"ZZEF1","-","ZZEF1","ZZEF1*"
"chr17",4928303,4928303,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr17+4928303",1,0.00098135426889107,585,"FALSE",NA,-3971,"GP1BA","+","GP1BA","GP1BA"
"chr17",5335273,5335273,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",77,"chr17+5335273",1,0.00098135426889107,585,"RABEP1","+",-1417,"RABEP1","+","RABEP1","RABEP1*~"
"chr17",5378986,5378986,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",2218,"chr17+5378986",2,0.00196270853778214,106,"RABEP1","+",-7353,"RABEP1","+","RABEP1","RABEP1*~"
"chr17",6515211,6515211,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr17+6515211",1,0.00098135426889107,585,"PITPNM3","-",41346,"PITPNM3","-","PITPNM3","PITPNM3*"
"chr17",7501375,7501375,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",78,"chr17+7501375",1,0.00098135426889107,585,"POLR2A","+",-13243,"POLR2A","+","POLR2A","POLR2A*"
"chr17",8260904,8260904,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",3,"chr17+8260904",1,0.00098135426889107,585,"PFAS","+",-9587,"PFAS","+","PFAS","PFAS*"
"chr17",16153422,16153422,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",8,"chr17-16153422",1,0.00098135426889107,585,"NCOR1","-",41217,"NCOR1","-","NCOR1","NCOR1*~"
"chr17",18674786,18674786,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",12,"chr17+18674786",1,0.00098135426889107,585,"ZNF286B","-",7473,"ZNF286B","-","ZNF286B","ZNF286B*"
"chr17",19921034,19921034,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",2129,"chr17-19921034",3,0.00294406280667321,55,"AKAP10","-",-16583,"AKAP10","-","AKAP10","AKAP10*"
"chr17",28648253,28648253,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",3736,"chr17+28648253",4,0.00392541707556428,29,"FALSE",NA,102,"SDF2","-","SDF2","SDF2"
"chr17",28895235,28895235,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",54,"chr17+28895235",1,0.00098135426889107,585,"FLOT2","-",2462,"FLOT2","-","FLOT2","FLOT2*"
"chr17",29261454,29261454,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",5,"chr17-29261454",1,0.00098135426889107,585,"NUFIP2","-",-5619,"NUFIP2","-","NUFIP2","NUFIP2*"
"chr17",30405579,30405579,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",3,"chr17+30405579",1,0.00098135426889107,585,"CPD","+",25102,"CPD","+","CPD","CPD*"
"chr17",30491008,30491008,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",566,"chr17-30491008",1,0.00098135426889107,585,"GOSR1","+",13601,"GOSR1","+","GOSR1","GOSR1*"
"chr17",30884947,30884947,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",1757,"chr17+30884947",1,0.00098135426889107,585,"ATAD5","+",-10918,"ATAD5","+","ATAD5","ATAD5*"
"chr17",31350143,31350143,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",2327,"chr17+31350143",1,0.00098135426889107,585,"NF1","+",-27534,"NF1","+","NF1","NF1*~"
"chr17",35639337,35639337,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr17+35639337",1,0.00098135426889107,585,"AP2B1","+",52075,"AP2B1","+","AP2B1","AP2B1*"
"chr17",39833045,39833045,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1466,"chr17-39833045",1,0.00098135426889107,585,"IKZF3","-",31143,"IKZF3","-","IKZF3","IKZF3*~"
"chr17",41997677,41997677,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",4,"chr17-41997677",1,0.00098135426889107,585,"DNAJC7","-",19488,"DNAJC7","-","DNAJC7","DNAJC7*"
"chr17",43498999,43498999,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",2028,"chr17+43498999",3,0.00294406280667321,55,"DHX8","+",15083,"DHX8","+","DHX8","DHX8*"
"chr17",47175773,47175773,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr17+47175773",1,0.00098135426889107,585,"CDC27","-",13539,"CDC27","-","CDC27","CDC27*~"
"chr17",47578361,47578361,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",6,"chr17+47578361",1,0.00098135426889107,585,"NPEPPS","+",-44915,"NPEPPS","+","NPEPPS","NPEPPS*"
"chr17",47666255,47666255,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",3537,"chr17+47666255",1,0.00098135426889107,585,"KPNB1","+",15060,"KPNB1","+","KPNB1","KPNB1*"
"chr17",59029719,59029719,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",4,"chr17-59029719",1,0.00098135426889107,585,"TRIM37","-",-31520,"TRIM37","-","TRIM37","TRIM37*~"
"chr17",59666187,59666187,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",56,"chr17+59666187",1,0.00098135426889107,585,"CLTC","+",-30769,"CLTC","+","CLTC","CLTC*~"
"chr17",62016968,62016968,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",86,"chr17-62016968",3,0.00294406280667321,55,"MED13","-",48314,"MED13","-","MED13","MED13*"
"chr17",62039647,62039647,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",14,"chr17-62039647",1,0.00098135426889107,585,"MED13","-",25635,"MED13","-","MED13","MED13*"
"chr17",63073501,63073501,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",96,"chr17-63073501",1,0.00098135426889107,585,"TANC2","+",63965,"TANC2","+","TANC2","TANC2*"
"chr17",63729840,63729840,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",2757,"chr17-63729840",1,0.00098135426889107,585,"STRADA","-",12130,"STRADA","-","STRADA","STRADA*"
"chr17",63904040,63904040,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",14,"chr17+63904040",1,0.00098135426889107,585,"FALSE",NA,5556,"CSHL1","-","CSHL1","CSHL1"
"chr17",65045135,65045135,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr17-65045135",1,0.00098135426889107,585,"GNA13","-",10639,"GNA13","-","GNA13","GNA13*"
"chr17",67892810,67892810,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",226,"chr17+67892810",2,0.00196270853778214,106,"BPTF","+",67147,"BPTF","+","BPTF","BPTF*"
"chr17",75138192,75138192,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",6,"chr17-75138192",1,0.00098135426889107,585,"HN1","-",-2950,"HN1","-","HN1","HN1*"
"chr17",75379691,75379691,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",321,"chr17+75379691",1,0.00098135426889107,585,"GRB2","-",26017,"GRB2","-","GRB2","GRB2*~"
"chr17",76234256,76234256,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",13,"chr17-76234256",1,0.00098135426889107,585,"RNF157","-",6053,"RNF157","-","RNF157","RNF157*~"
"chr17",76349552,76349552,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr17-76349552",1,0.00098135426889107,585,"PRPSAP1","-",4597,"PRPSAP1","-","PRPSAP1","PRPSAP1*"
"chr17",76429104,76429104,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",26,"chr17-76429104",1,0.00098135426889107,585,"UBE2O","-",24102,"UBE2O","-","UBE2O","UBE2O*"
"chr17",77336933,77336933,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",17983,"chr17-77336933",27,0.0264965652600589,3,"SEPT9","+",17419,"SEPT9","+","SEPT9","SEPT9*~"
"chr17",78183152,78183152,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",280,"chr17-78183152",2,0.00196270853778214,106,"TK1","-",4052,"TK1","-","TK1","TK1*~"
"chr17",78743677,78743677,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",43,"chr17+78743677",1,0.00098135426889107,585,"CYTH1","-",38665,"CYTH1","-","CYTH1","CYTH1*"
"chr17",78757188,78757188,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",2466,"chr17-78757188",3,0.00294406280667321,55,"CYTH1","-",25154,"CYTH1","-","CYTH1","CYTH1*"
"chr17",80764982,80764982,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",2966,"chr17+80764982",1,0.00098135426889107,585,"RPTOR","+",-201391,"RPTOR","+","RPTOR","RPTOR*"
"chr17",81568482,81568482,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",2,"chr17+81568482",1,0.00098135426889107,585,"NPLOC4","-",8951,"NPLOC4","-","NPLOC4","NPLOC4*"
"chr17",81597665,81597665,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",5,"chr17-81597665",1,0.00098135426889107,585,"NPLOC4","-",39488,"NPLOC4","-","NPLOC4","NPLOC4*"
"chr17",81633244,81633244,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",3,"chr17-81633244",1,0.00098135426889107,585,"NPLOC4","-",3909,"NPLOC4","-","NPLOC4","NPLOC4*"
"chr17",81673850,81673850,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",7,"chr17+81673850",1,0.00098135426889107,585,"CCDC137","+",-56,"CCDC137","+","CCDC137","CCDC137*"
"chr17",82166237,82166237,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr17+82166237",1,0.00098135426889107,585,"CCDC57","-",-12630,"CCDC57","-","CCDC57","CCDC57*"
"chr17",82253195,82253195,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",2580,"chr17-82253195",6,0.00588812561334642,17,"CSNK1D","-",-10535,"CSNK1D","-","CSNK1D","CSNK1D*"
"chr18",12504322,12504322,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",2,"chr18+12504322",1,0.00098135426889107,585,"SPIRE1","-",-57811,"SPIRE1","-","SPIRE1","SPIRE1*"
"chr18",21076674,21076674,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",3484,"chr18-21076674",6,0.00588812561334642,17,"ROCK1","-",35177,"ROCK1","-","ROCK1","ROCK1*"
"chr18",35620887,35620887,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",9,"chr18+35620887",1,0.00098135426889107,585,"FALSE",NA,29081,"MIR3975","+","MIR3975","MIR3975"
"chr18",42020564,42020564,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",4124,"chr18+42020564",5,0.00490677134445535,22,"PIK3C3","+",-60918,"PIK3C3","+","PIK3C3","PIK3C3*"
"chr18",47861810,47861810,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",43,"chr18-47861810",1,0.00098135426889107,585,"SMAD2","-",-28716,"SMAD2","-","SMAD2","SMAD2*~"
"chr18",47871469,47871469,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",685,"chr18+47871469",1,0.00098135426889107,585,"SMAD2","-",-38375,"SMAD2","-","SMAD2","SMAD2*~"
"chr18",56411458,56411458,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",1,"chr18+56411458",1,0.00098135426889107,585,"FALSE",NA,191363,"TXNL1","-","TXNL1","TXNL1"
"chr18",56870068,56870068,1,"-","GTSP1207","hg38","p03712-04","PBMC","d21",9,"chr18-56870068",1,0.00098135426889107,585,"WDR7","+",-159737,"WDR7","+","WDR7","WDR7*"
"chr18",69913006,69913006,1,"+","GTSP1207","hg38","p03712-04","PBMC","d21",2,"chr18+69913006",1,0.00098135426889107,585,"CD226","-",34847,"CD226","-","CD226","CD226*"
